AnoOferecimento;Periodo Oferecimento;Tipo Periodo Oferecimento;Disciplina;NivelDisciplina;Turma;Ano Catalogo Oferecimento;Indicador Quinzenal;Vagas Oferecidas;Total Matriculados;Situacao Oferecimento;Horario Oferecimento;Permite Realocacao
2014;1;S;AU133;G;A  ;2014;0;30;15;0;N;S
2014;1;S;AU133;G;B  ;2014;0;17;14;0;N;S
2014;1;S;AU135;G;A  ;2014;0;15;12;0;N;N
2014;1;S;AU135;G;B  ;2014;0;15;14;0;N;N
2014;1;S;LA113;G;C  ;2014;0;20;20;0;D;N
2014;1;S;LA213;G;E  ;2014;0;20;15;0;N;N
2014;1;S;AU221;G;A  ;2014;0;33;35;0;N;N
2014;1;S;AU225;G;A  ;2014;0;30;3;0;I;N
2014;1;S;LA313;G;B  ;2014;0;20;11;0;D;N
2014;1;S;LA213;G;F  ;2014;0;20;20;0;D;N
2014;1;S;AU301;G;A  ;2008;0;36;35;0;N;S
2014;1;S;AU302;G;A  ;2014;0;30;32;0;N;S
2014;1;S;AU303;G;A  ;2014;0;30;27;0;N;N
2014;1;S;AU402;G;A  ;2014;0;30;30;0;N;N
2014;1;S;AU404;G;A  ;2003;0;33;28;0;N;N
2014;1;S;AU700;G;A  ;2014;0;24;18;0;N;N
2014;1;S;AU406;G;A  ;2014;0;30;19;0;N;N
2014;1;S;AU416;G;A  ;2014;0;30;28;0;N;N
2014;1;S;AU502;G;A  ;2014;0;30;21;0;N;N
2014;1;S;AU503;G;A  ;2009;0;30;0;0;N;N
2014;1;S;AU612;G;A  ;2014;0;30;28;0;N;S
2014;1;S;AU614;G;A  ;2014;0;30;27;0;N;N
2014;1;S;LA414;G;B  ;2014;0;20;2;0;D;N
2014;1;S;AU811;G;A  ;2003;0;31;28;0;N;N
2014;1;S;AU814;G;A  ;2014;0;33;28;0;N;N
2014;1;S;AU815;G;A  ;2014;0;30;29;0;N;N
2014;1;S;AU815;G;B  ;2014;0;0;0;0;N;N
2014;1;S;LA614;G;B  ;2014;0;22;13;0;D;N
2014;1;S;BA110;G;A  ;2014;0;75;72;0;D;S
2014;1;S;BA110;G;B  ;2014;0;75;74;0;N;S
2014;1;S;TL108;G;B  ;2014;0;35;27;0;D;N
2014;1;S;BC181;G;A  ;2013;0;2;0;0;N;S
2014;1;S;BA133;G;A  ;2014;0;50;45;0;D;S
2014;1;S;BA500;G;A  ;2014;0;5;0;0;I;N
2014;1;S;BA500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BA500;G;C  ;2014;0;5;1;0;I;N
2014;1;S;BA500;G;D  ;2014;0;5;1;0;I;N
2014;1;S;BA500;G;E  ;2014;0;5;4;0;I;N
2014;1;S;BA500;G;F  ;2014;0;5;1;0;I;N
2014;1;S;MC039;G;A  ;2014;0;10;3;0;D;N
2014;1;S;MC039;G;B  ;2014;0;10;1;0;D;N
2014;1;S;MC039;G;C  ;2014;0;10;0;0;D;N
2014;1;S;MC039;G;D  ;2014;0;10;2;0;D;N
2014;1;S;MC738;G;A  ;2014;0;15;3;0;D;N
2014;1;S;BA700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BA700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BA700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BA700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;BA700;G;E  ;2010;0;5;0;0;I;N
2014;1;S;BA700;G;F  ;2010;0;5;0;0;I;N
2014;1;S;MC857;G;A  ;2014;0;0;0;0;D;N
2014;1;S;MC861;G;A  ;2014;0;25;25;0;N;N
2014;1;S;MC886;G;A  ;2014;0;10;10;0;D;N
2014;1;S;MC889;G;A  ;2014;0;20;11;0;D;N
2014;1;S;MC900;G;A  ;2014;0;20;9;0;D;N
2014;1;S;BB123;G;A  ;2006;0;48;47;0;D;S
2014;1;S;BF381;G;A  ;2014;0;46;44;0;D;S
2014;1;S;BB125;G;A  ;2014;0;52;52;0;D;S
2014;1;S;BB500;G;A  ;2014;0;5;1;0;I;N
2014;1;S;BB500;G;B  ;2014;0;5;1;0;I;N
2014;1;S;BB500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BB500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;MC973;G;A  ;2014;0;10;0;0;D;N
2014;1;S;MC906;G;A  ;2014;0;60;51;0;D;N
2014;1;S;MC918;G;A  ;2014;0;10;1;0;D;N
2014;1;S;MC919;G;A  ;2014;0;10;4;0;N;N
2014;1;S;MC920;G;A  ;2014;0;10;10;0;N;N
2014;1;S;MC930;G;A  ;2014;0;60;13;0;N;N
2014;1;S;MC931;G;A  ;2014;0;10;1;0;N;N
2014;1;S;BB586;G;A  ;2014;0;0;0;0;D;N
2014;1;S;BB700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BB700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BB700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BB700;G;D  ;2010;0;5;1;0;I;N
2014;1;S;MC936;G;A  ;2014;0;15;2;0;D;N
2014;1;S;MC942;G;A  ;2014;0;20;3;0;N;N
2014;1;S;MC949;G;A  ;2014;0;30;11;0;D;N
2014;1;S;MC960;G;A  ;2014;0;10;0;0;D;N
2014;1;S;MC964;G;A  ;2014;0;10;1;0;D;N
2014;1;S;MC038;G;A  ;2014;0;1;1;0;D;N
2014;1;S;SL204;G;A  ;2014;0;60;59;0;D;N
2014;1;S;BB381;G;A  ;2014;0;47;44;0;D;S
2014;1;S;BB381;G;B  ;2014;0;47;42;0;N;S
2014;1;S;BC182;G;A  ;2014;0;49;51;0;D;S
2014;1;S;BC183;G;A  ;2014;0;54;50;0;N;S
2014;1;S;GL701;G;B  ;2014;0;5;6;0;I;N
2014;1;S;BC500;G;A  ;2014;0;5;1;0;I;N
2014;1;S;BC500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BC500;G;C  ;2014;0;5;2;0;I;N
2014;1;S;BC500;G;D  ;2014;0;3;0;0;I;N
2014;1;S;GL801;G;Z  ;2014;0;5;0;0;I;N
2014;1;S;FA733;G;B  ;2014;0;41;43;0;D;N
2014;1;S;MD760;G;A  ;2014;0;20;5;0;D;N
2014;1;S;AM061;G;A  ;2014;0;150;0;0;D;N
2014;1;S;BT382;G;A  ;2014;0;46;45;0;D;S
2014;1;S;BT383;G;A  ;2014;0;45;42;0;N;S
2014;1;S;EE641;G;Y  ;2014;2;27;12;0;N;N
2014;1;S;BC700;G;A  ;2010;0;20;0;0;I;N
2014;1;S;BC700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BC700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BC700;G;D  ;2010;0;5;1;0;I;N
2014;1;S;AM018;G;H  ;2014;0;30;29;0;I;N
2014;1;S;AM019;G;H  ;2014;0;30;6;0;I;N
2014;1;S;AM024;G;H  ;2014;0;30;0;0;I;N
2014;1;S;AM025;G;H  ;2014;0;30;1;0;I;N
2014;1;S;AM026;G;H  ;2014;0;30;0;0;I;N
2014;1;S;AM027;G;H  ;2014;0;30;0;0;I;N
2014;1;S;BD101;G;A  ;2014;0;35;36;0;D;S
2014;1;S;BD101;G;B  ;2014;0;30;24;0;N;S
2014;1;S;BD190;G;A  ;2014;0;110;110;0;D;S
2014;1;S;BD190;G;B  ;2014;0;100;59;0;N;S
2014;1;S;EE641;G;X  ;2014;1;27;10;0;N;N
2014;1;S;BD500;G;A  ;2014;0;20;12;0;I;N
2014;1;S;BD580;G;A  ;2014;0;10;9;0;D;S
2014;1;S;BD600;G;A  ;2014;0;5;4;0;I;N
2014;1;S;BD700;G;A  ;2010;0;10;4;0;I;N
2014;1;S;HL902;G;10 ;2012;0;3;2;0;I;N
2014;1;S;BD800;G;A  ;2014;0;5;1;0;I;N
2014;1;S;BE180;G;A  ;2014;0;50;50;0;D;S
2014;1;S;HL902;G;8  ;2012;0;3;1;0;I;N
2014;1;S;LA884;G;C  ;2014;0;45;20;0;N;N
2014;1;S;BE310;G;A  ;2014;0;60;40;0;D;S
2014;1;S;BE310;G;B  ;2014;0;60;40;0;D;S
2014;1;S;BE310;G;C  ;2014;0;110;71;0;N;S
2014;1;S;BE500;G;A  ;2014;0;5;2;0;I;N
2014;1;S;BE500;G;B  ;2014;0;5;1;0;I;N
2014;1;S;BE500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BE500;G;D  ;2014;0;5;1;0;I;N
2014;1;S;BE500;G;E  ;2014;0;5;2;0;I;N
2014;1;S;ST821;T;A  ;2014;0;50;11;0;I;N
2014;1;S;ST831;T;A  ;2013;0;50;1;0;I;N
2014;1;S;TT201;T;A  ;2014;0;10;2;0;N;N
2014;1;S;ST100;T;A  ;2014;0;30;7;0;D;N
2014;1;S;EN903;G;G  ;2014;0;3;0;0;D;N
2014;1;S;MC521;G;A  ;2014;0;25;18;0;D;N
2014;1;S;BE700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BE700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BE700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BE700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;BE700;G;E  ;2010;0;5;0;0;I;N
2014;1;S;MC932;G;A  ;2014;0;40;14;0;D;N
2014;1;S;EN903;G;H  ;2014;0;2;1;0;D;N
2014;1;S;ES728;G;#  ;2014;0;999;9;1;I;N
2014;1;S;ES710;G;#  ;2014;0;999;12;1;I;N
2014;1;S;AP735;G;S  ;2014;0;4;4;0;I;N
2014;1;S;HG741;G;A  ;2014;0;45;6;0;D;N
2014;1;S;HZ956;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ965;G;F  ;2014;0;10;0;0;I;N
2014;1;S;BF180;G;A  ;2014;0;39;29;0;D;S
2014;1;S;BF310;G;A  ;2014;0;55;48;0;D;S
2014;1;S;BF310;G;B  ;2014;0;16;12;0;N;S
2014;1;S;AP735;G;T  ;2014;0;4;0;0;I;N
2014;1;S;TL906;G;W  ;2014;0;5;2;0;D;N
2014;1;S;BF312;G;A  ;2014;0;37;18;0;N;N
2014;1;S;TL108;G;C  ;2014;0;45;39;0;N;N
2014;1;S;BF500;G;A  ;2014;0;5;2;0;I;N
2014;1;S;BF500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BF500;G;C  ;2014;0;5;1;0;I;N
2014;1;S;BF500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;HZ965;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ764;G;A  ;2014;0;25;15;0;D;N
2014;1;S;HZ945;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ945;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;G  ;2014;0;10;0;0;I;N
2014;1;S;AP701;G;A  ;2014;0;20;1;0;D;N
2014;1;S;AP701;G;B  ;2014;0;0;0;0;D;N
2014;1;S;BF582;G;A  ;2013;0;50;44;0;D;S
2014;1;S;BZ182;G;A  ;2014;0;1;0;0;N;S
2014;1;S;BF700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BF700;G;B  ;2010;0;5;1;0;I;N
2014;1;S;BF700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BF700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;F 105;G;A  ;2014;0;0;0;0;D;S
2014;1;S;FN460;G;P  ;2014;0;4;1;0;I;N
2014;1;S;EN390;G;E  ;2014;0;0;0;0;D;N
2014;1;S;TL024;G;A  ;2014;0;55;53;0;D;N
2014;1;S;EN532;G;D  ;2014;0;6;0;0;D;N
2014;1;S;EN791;G;H  ;2014;0;0;0;0;D;N
2014;1;S;EN903;G;F  ;2014;0;1;0;0;D;N
2014;1;S;EN903;G;E  ;2014;0;3;0;0;D;N
2014;1;S;BF982;G;A  ;2013;0;36;34;0;N;S
2014;1;S;BZ383;G;A  ;2014;0;45;37;0;I;N
2014;1;S;BG091;G;A  ;2014;0;10;10;0;D;S
2014;1;S;BG091;G;B  ;2014;0;48;48;0;D;S
2014;1;S;BG091;G;C  ;2014;0;43;33;0;D;S
2014;1;S;BG091;G;D  ;2014;0;42;34;0;D;S
2014;1;S;BG180;G;A  ;2014;0;50;50;0;D;N
2014;1;S;BG181;G;A  ;2014;0;49;48;0;N;S
2014;1;S;BG380;G;A  ;2014;0;47;45;0;D;S
2014;1;S;BG380;G;B  ;2014;0;56;47;0;N;S
2014;1;S;LA504;G;A  ;2014;0;50;24;0;D;N
2014;1;S;LA504;G;C  ;2014;0;45;27;0;N;N
2014;1;S;HZ956;G;G  ;2014;0;10;0;0;I;N
2014;1;S;LA843;G;C  ;2014;0;40;9;0;N;N
2014;1;S;BG500;G;A  ;2014;0;10;4;0;I;N
2014;1;S;BG500;G;B  ;2014;0;7;1;0;I;N
2014;1;S;BG500;G;C  ;2014;0;5;2;0;I;N
2014;1;S;BG500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;AM028;G;H  ;2014;0;30;0;0;I;N
2014;1;S;AM029;G;H  ;2014;0;30;0;0;I;N
2014;1;S;BG515;G;A  ;2014;0;45;41;0;D;S
2014;1;S;LA883;G;A  ;2014;0;45;18;0;D;N
2014;1;S;BG581;G;A  ;2013;0;20;20;0;D;S
2014;1;S;BT384;G;A  ;2014;0;85;80;0;I;S
2014;1;S;BG700;G;A  ;2010;0;5;1;0;I;N
2014;1;S;BG700;G;B  ;2010;0;10;4;0;I;N
2014;1;S;BG700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BG700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;HH706;G;A  ;2014;0;25;29;0;D;N
2014;1;S;MU147;G;B  ;2014;0;0;0;0;D;N
2014;1;S;EF441;G;B  ;2014;0;30;24;0;N;N
2014;1;S;LA904;G;C  ;2014;0;3;0;0;D;N
2014;1;S;BH125;G;A  ;2014;0;48;43;0;D;S
2014;1;S;BH127;G;A  ;2014;0;57;45;0;D;S
2014;1;S;BH500;G;A  ;2014;0;5;3;0;I;N
2014;1;S;BH500;G;B  ;2014;0;3;0;0;I;N
2014;1;S;AC143;G;B  ;2014;0;8;1;0;D;N
2014;1;S;CS040;G;A  ;2014;0;0;0;0;D;N
2014;1;S;EF932;G;A  ;2014;0;1;0;0;D;N
2014;1;S;LA907;G;2  ;2014;0;3;0;0;D;N
2014;1;S;BH501;G;A  ;2014;0;5;2;0;I;N
2014;1;S;BH501;G;B  ;2014;0;5;0;0;I;N
2014;1;S;EE840;G;A  ;2014;0;40;23;0;D;N
2014;1;S;BB583;G;A  ;2014;0;20;21;0;N;S
2014;1;S;BH700;G;A  ;2010;0;5;1;0;I;N
2014;1;S;BH700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BH700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BH700;G;D  ;2010;0;5;2;0;I;N
2014;1;S;EE906;G;A  ;2014;0;10;1;0;D;N
2014;1;S;TL906;G;S  ;2014;0;3;0;0;D;N
2014;1;S;BI315;G;A  ;2014;0;43;39;0;D;S
2014;1;S;BI381;G;A  ;2014;0;5;5;0;D;S
2014;1;S;BI381;G;B  ;2014;0;54;42;0;N;S
2014;1;S;AP810;G;A  ;2014;0;20;16;0;D;N
2014;1;S;LA905;G;C  ;2014;0;3;0;0;D;N
2014;1;S;BI500;G;A  ;2014;0;5;1;0;I;N
2014;1;S;BI500;G;B  ;2014;0;3;0;0;I;N
2014;1;S;EN903;G;I  ;2014;0;3;0;0;D;N
2014;1;S;EN903;G;J  ;2014;0;3;0;0;D;N
2014;1;S;EN903;G;L  ;2014;0;3;0;0;D;N
2014;1;S;BI700;G;A  ;2010;0;5;2;0;I;N
2014;1;S;BI700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;EN903;G;M  ;2014;0;2;0;0;D;N
2014;1;S;CE725;G;B  ;2014;0;10;11;0;D;N
2014;1;S;BM320;G;A  ;2014;0;5;5;0;D;S
2014;1;S;BM320;G;B  ;2014;0;92;53;0;D;S
2014;1;S;BM382;G;A  ;2014;0;51;50;0;D;S
2014;1;S;BM382;G;B  ;2014;0;55;34;0;N;S
2014;1;S;AP735;G;U  ;2014;0;4;1;0;I;N
2014;1;S;LA906;G;C  ;2014;0;3;0;0;D;N
2014;1;S;BM500;G;A  ;2014;0;5;0;0;I;N
2014;1;S;BM500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BM500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BM500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;CE725;G;D  ;2014;0;10;7;0;D;N
2014;1;S;CE625;G;A  ;2014;0;31;31;0;D;N
2014;1;S;BM710;G;A  ;2012;0;5;1;0;I;N
2014;1;S;BM710;G;B  ;2012;0;5;0;0;I;N
2014;1;S;BM710;G;C  ;2012;0;5;0;0;I;N
2014;1;S;BM710;G;D  ;2012;0;5;0;0;I;N
2014;1;S;CE825;G;A  ;2014;0;35;4;0;I;N
2014;1;S;BP323;G;A  ;2014;0;5;5;0;D;S
2014;1;S;AP735;G;V  ;2014;0;4;0;0;I;N
2014;1;S;BP480;G;A  ;2013;0;46;45;0;D;S
2014;1;S;LA907;G;C  ;2014;0;3;0;0;D;N
2014;1;S;BP500;G;A  ;2014;0;40;1;0;I;N
2014;1;S;BP500;G;B  ;2014;0;5;1;0;I;N
2014;1;S;BP500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BP500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;CE825;G;C  ;2014;0;35;7;0;I;N
2014;1;S;CE593;G;C  ;2014;0;35;30;0;N;N
2014;1;S;CE451;G;A  ;2014;0;0;0;0;D;N
2014;1;S;CE902;G;A  ;2009;0;0;0;0;D;N
2014;1;S;CE861;G;C  ;2014;0;0;0;0;N;N
2014;1;S;BP515;G;A  ;2014;0;43;39;0;D;S
2014;1;S;AP735;G;W  ;2014;0;4;4;0;I;N
2014;1;S;BB582;G;A  ;2013;0;30;24;0;D;S
2014;1;S;BP581;G;A  ;2014;0;0;0;0;D;N
2014;1;S;BP590;G;A  ;2014;0;0;0;0;D;N
2014;1;S;BP700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BP700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BP700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BP700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;CE904;G;C  ;2009;0;0;0;0;N;N
2014;1;S;CE862;G;A  ;2014;0;35;18;0;D;N
2014;1;S;CE854;G;A  ;2009;0;35;4;0;D;N
2014;1;S;CE863;G;C  ;2014;0;0;0;0;N;N
2014;1;S;CE859;G;C  ;2014;0;0;0;0;N;N
2014;1;S;BS110;G;A  ;2004;0;30;30;0;I;S
2014;1;S;BS110;G;B  ;2004;0;30;30;0;I;S
2014;1;S;BS110;G;C  ;2004;0;30;30;0;I;S
2014;1;S;BS110;G;D  ;2004;0;30;28;0;I;S
2014;1;S;BS111;G;A  ;2014;0;30;30;0;D;S
2014;1;S;BS111;G;B  ;2014;0;30;30;0;D;S
2014;1;S;BS111;G;C  ;2014;0;30;30;0;D;S
2014;1;S;BS111;G;D  ;2014;0;30;25;0;D;S
2014;1;S;BS115;G;A  ;2014;0;46;47;0;D;S
2014;1;S;DC051;G;A  ;2014;0;10;10;0;D;S
2014;1;S;BS180;G;A  ;2014;0;52;44;0;D;S
2014;1;S;DC051;G;B  ;2014;0;10;10;0;D;S
2014;1;S;BS320;G;A  ;2014;0;30;30;0;D;S
2014;1;S;BS320;G;B  ;2014;0;30;30;0;D;S
2014;1;S;BS320;G;C  ;2014;0;30;29;0;D;N
2014;1;S;BS320;G;D  ;2014;0;30;19;0;D;N
2014;1;S;BS330;G;A  ;2014;0;30;30;0;D;S
2014;1;S;BS330;G;B  ;2014;0;30;30;0;D;N
2014;1;S;BS330;G;C  ;2014;0;30;30;0;D;N
2014;1;S;BS330;G;D  ;2014;0;30;26;0;D;N
2014;1;S;BS340;G;A  ;2014;0;30;30;0;D;S
2014;1;S;BS340;G;B  ;2014;0;30;30;0;D;N
2014;1;S;BS340;G;C  ;2014;0;30;30;0;D;N
2014;1;S;BS340;G;D  ;2014;0;30;25;0;D;N
2014;1;S;BC590;G;A  ;2014;0;0;0;0;D;S
2014;1;S;BT181;G;A  ;2014;0;50;50;0;I;S
2014;1;S;DC051;G;C  ;2014;0;8;8;0;D;S
2014;1;S;BT315;G;A  ;2014;0;42;39;0;D;S
2014;1;S;DC051;G;D  ;2014;0;8;8;0;D;S
2014;1;S;BT381;G;A  ;2013;0;3;1;0;N;S
2014;1;S;DC051;G;E  ;2014;0;8;8;0;D;S
2014;1;S;BT480;G;A  ;2013;0;3;0;0;D;S
2014;1;S;DC051;G;F  ;2014;0;8;8;0;D;S
2014;1;S;BT500;G;A  ;2014;0;5;1;0;I;N
2014;1;S;BT500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BT500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BT500;G;D  ;2014;0;5;1;0;I;N
2014;1;S;BT500;G;E  ;2014;0;5;0;0;I;N
2014;1;S;BT500;G;F  ;2014;0;5;1;0;I;N
2014;1;S;BT500;G;I  ;2014;0;5;1;0;I;N
2014;1;S;BT500;G;J  ;2014;0;5;0;0;I;N
2014;1;S;TL907;G;S  ;2014;0;3;0;0;D;N
2014;1;S;BT581;G;A  ;2013;0;53;45;0;N;S
2014;1;S;DC051;G;G  ;2014;0;8;8;0;D;S
2014;1;S;AD542;G;A  ;2014;0;28;19;0;D;N
2014;1;S;BT700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BT700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BT700;G;C  ;2010;0;5;1;0;I;N
2014;1;S;BT700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;BT700;G;E  ;2010;0;5;1;0;I;N
2014;1;S;BT700;G;F  ;2010;0;5;1;0;I;N
2014;1;S;BT700;G;I  ;2010;0;5;0;0;I;N
2014;1;S;BT700;G;J  ;2010;0;5;0;0;I;N
2014;1;S;BC183;G;B  ;2014;0;49;0;0;N;N
2014;1;S;BV381;G;A  ;2013;0;5;3;0;D;S
2014;1;S;DC051;G;H  ;2014;0;8;8;0;D;S
2014;1;S;BV500;G;A  ;2014;0;5;0;0;I;N
2014;1;S;BV500;G;B  ;2014;0;5;1;0;I;N
2014;1;S;BV500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BV500;G;D  ;2014;0;5;1;0;I;N
2014;1;S;BI381;G;C  ;2014;0;45;43;0;D;N
2014;1;S;BP323;G;B  ;2014;0;41;32;0;D;N
2014;1;S;BV780;G;B  ;2013;0;47;28;0;N;N
2014;1;S;BV880;G;B  ;2014;0;0;0;0;D;N
2014;1;S;BV680;G;A  ;2013;0;100;18;0;D;S
2014;1;S;BV700;G;A  ;2010;0;5;1;0;I;N
2014;1;S;BV700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BV700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BV700;G;D  ;2010;0;5;1;0;I;N
2014;1;S;BV782;G;B  ;2014;0;0;0;0;D;N
2014;1;S;EN532;G;E  ;2014;0;6;6;0;D;N
2014;1;S;EN766;G;G  ;2014;0;4;2;0;D;N
2014;1;S;EN766;G;H  ;2014;0;4;2;0;D;N
2014;1;S;BV780;G;A  ;2013;0;6;6;0;N;S
2014;1;S;DC051;G;I  ;2014;0;8;1;0;D;N
2014;1;S;BV782;G;A  ;2014;0;20;15;0;D;N
2014;1;S;BV916;G;A  ;2014;0;0;0;0;D;N
2014;1;S;BZ183;G;A  ;2014;0;50;50;0;D;S
2014;1;S;BZ183;G;B  ;2014;0;49;48;0;N;S
2014;1;S;BZ380;G;A  ;2014;0;52;48;0;D;S
2014;1;S;DC051;G;J  ;2014;0;8;8;0;D;S
2014;1;S;BZ382;G;A  ;2014;0;50;40;0;N;S
2014;1;S;DM051;G;A  ;2014;0;45;44;0;D;S
2014;1;S;BZ500;G;A  ;2014;0;6;1;0;I;N
2014;1;S;BZ500;G;B  ;2014;0;5;0;0;I;N
2014;1;S;BZ500;G;C  ;2014;0;5;0;0;I;N
2014;1;S;BZ500;G;D  ;2014;0;5;0;0;I;N
2014;1;S;BZ500;G;E  ;2014;0;5;3;0;I;N
2014;1;S;BZ500;G;F  ;2014;0;5;1;0;I;N
2014;1;S;BZ584;G;A  ;2013;0;21;21;0;D;S
2014;1;S;BZ585;G;A  ;2013;0;15;12;0;D;N
2014;1;S;BZ680;G;A  ;2014;0;25;12;0;D;S
2014;1;S;BZ700;G;A  ;2010;0;5;0;0;I;N
2014;1;S;BZ700;G;B  ;2010;0;5;0;0;I;N
2014;1;S;BZ700;G;C  ;2010;0;5;0;0;I;N
2014;1;S;BZ700;G;D  ;2010;0;5;0;0;I;N
2014;1;S;BZ700;G;E  ;2010;0;5;1;0;I;N
2014;1;S;BZ700;G;F  ;2010;0;5;0;0;I;N
2014;1;S;CE105;G;A  ;2014;0;49;50;0;D;S
2014;1;S;CE105;G;B  ;2014;0;39;40;0;D;S
2014;1;S;CE105;G;C  ;2014;0;49;48;0;N;S
2014;1;S;CE112;G;C  ;2014;0;23;23;0;N;S
2014;1;S;CE113;G;A  ;2014;0;33;33;0;D;S
2014;1;S;CE113;G;B  ;2014;0;32;31;0;D;S
2014;1;S;CE113;G;C  ;2014;0;43;43;0;N;S
2014;1;S;CE131;G;A  ;1997;0;57;69;0;D;S
2014;1;S;CE131;G;C  ;1997;0;55;55;0;N;S
2014;1;S;CE131;G;D  ;1997;0;55;21;0;N;S
2014;1;S;CE138;G;A  ;2014;0;20;28;0;N;S
2014;1;S;CE141;G;A  ;2014;0;27;28;0;D;S
2014;1;S;CE141;G;D  ;2014;0;73;73;0;D;S
2014;1;S;CE141;G;E  ;2014;0;41;41;0;N;S
2014;1;S;CE142;G;A  ;2014;0;38;38;0;D;S
2014;1;S;CE142;G;B  ;2014;0;37;37;0;D;S
2014;1;S;CE142;G;C  ;2014;0;43;40;0;N;S
2014;1;S;CE172;G;A  ;2014;0;42;42;0;D;S
2014;1;S;CE172;G;B  ;2014;0;42;41;0;D;S
2014;1;S;CE172;G;C  ;2014;0;38;39;0;N;S
2014;1;S;CE191;G;A  ;2014;0;47;47;0;D;S
2014;1;S;CE191;G;B  ;2014;0;47;44;0;D;S
2014;1;S;CE191;G;C  ;2014;0;49;48;0;N;S
2014;1;S;AP836;G;B  ;2014;0;4;0;0;I;N
2014;1;S;AP836;G;C  ;2014;0;4;0;0;I;N
2014;1;S;CE243;G;C  ;1997;0;8;8;0;N;S
2014;1;S;CE262;G;C  ;2014;0;34;34;0;N;S
2014;1;S;CE302;G;A  ;2014;0;60;59;0;D;S
2014;1;S;CE304;G;A  ;1998;0;76;83;0;D;S
2014;1;S;CE304;G;C  ;1998;0;61;61;0;D;S
2014;1;S;CE304;G;F  ;1998;0;76;62;0;D;S
2014;1;S;CE304;G;G  ;1998;0;76;65;0;N;S
2014;1;S;CE304;G;H  ;1998;0;76;50;0;N;S
2014;1;S;CE305;G;A  ;2014;0;34;34;0;D;S
2014;1;S;CE305;G;B  ;2014;0;34;34;0;D;S
2014;1;S;CE305;G;C  ;2014;0;36;36;0;N;S
2014;1;S;CE323;G;A  ;2014;0;27;30;0;D;S
2014;1;S;CE323;G;B  ;2014;0;26;29;0;D;S
2014;1;S;CE362;G;A  ;2010;0;21;21;0;D;S
2014;1;S;CE362;G;B  ;2010;0;21;21;0;D;S
2014;1;S;CE372;G;A  ;2014;0;30;30;0;D;S
2014;1;S;CE372;G;B  ;2014;0;29;28;0;D;S
2014;1;S;CE372;G;C  ;2014;0;42;40;0;N;S
